round,mean_accuracy,std_accuracy,min_accuracy,max_accuracy,mean_val_loss,workers_reporting,mean_global_test_accuracy,std_global_test_accuracy,mean_val_macro_precision,std_val_macro_precision,mean_val_macro_recall,std_val_macro_recall,mean_val_macro_f1,std_val_macro_f1,mean_global_test_macro_precision,std_global_test_macro_precision,mean_global_test_macro_recall,std_global_test_macro_recall,mean_global_test_macro_f1,std_global_test_macro_f1,mean_phase_a_s,mean_phase_b_s,mean_phase_c_s
31,0.891674,0.00511,0.888061,0.895288,0.391742,2,0.701502,0.013957,0.800775,0.003602,0.741639,0.00221,0.749901,0.005805,0.706695,0.001334,0.693456,0.004755,0.640452,0.007995,111.1371,41.9892,0.0602
32,0.891418,0.002407,0.889716,0.89312,0.452587,2,0.689678,0.017077,0.783518,0.00039,0.741885,0.006365,0.748923,0.007205,0.69341,0.001638,0.682704,0.016022,0.62491,0.019821,112.2079,44.1169,0.0537
33,0.894224,0.006218,0.889827,0.89862,0.388422,2,0.694141,0.000483,0.791508,0.003273,0.74732,0.001625,0.757144,0.001773,0.704569,0.008842,0.692198,0.001577,0.635475,0.006865,111.7373,45.5134,0.0551
34,0.89571,0.006135,0.891372,0.900048,0.416256,2,0.698514,0.012385,0.794283,0.007985,0.747572,0.000319,0.759858,0.003393,0.700033,0.0011,0.691293,8.2e-05,0.636521,0.005951,111.4718,47.0924,0.0494
35,0.893949,0.004737,0.890599,0.897298,0.416474,2,0.704568,0.007878,0.786563,0.005561,0.748533,0.005174,0.755512,0.005421,0.703384,0.002288,0.698556,0.001225,0.641163,0.000669,112.9841,51.4248,0.0512
36,0.894173,0.004119,0.891261,0.897086,0.390138,2,0.701718,0.005235,0.791876,0.003308,0.746439,0.00497,0.7544,0.002968,0.71863,0.00205,0.692325,0.003749,0.639141,0.000951,110.3518,41.6523,0.064
37,0.895406,0.004769,0.892034,0.898778,0.385389,2,0.704462,0.004241,0.799281,0.006027,0.753474,0.002377,0.760674,0.004164,0.707933,0.00398,0.69731,0.002567,0.643868,0.000296,111.5592,40.7937,0.0529
38,0.894089,0.002518,0.892309,0.89587,0.38834,2,0.703037,0.008799,0.801608,0.002743,0.748889,0.009559,0.755973,0.011389,0.710965,0.000769,0.695475,0.004431,0.64393,0.000452,109.6177,51.1611,0.0529
39,0.890405,0.015954,0.879124,0.901687,0.639328,2,0.692627,0.002037,0.798558,0.018681,0.740566,0.023129,0.748489,0.025338,0.703288,0.027226,0.687485,0.016333,0.630784,0.010344,111.3993,48.4831,0.0549
40,0.888889,0.0,0.888889,0.888889,0.47291,1,0.748467,0.0,0.805739,0.0,0.739649,0.0,0.747464,0.0,0.73599,0.0,0.697733,0.0,0.666713,0.0,113.7991,49.9111,0.0003
41,0.890875,0.0,0.890875,0.890875,0.396925,1,0.748781,0.0,0.805512,0.0,0.753616,0.0,0.762549,0.0,0.73101,0.0,0.71261,0.0,0.66808,0.0,112.9202,48.9116,0.0004
42,0.890268,0.0,0.890268,0.890268,0.390004,1,0.750618,0.0,0.813622,0.0,0.748053,0.0,0.761522,0.0,0.73178,0.0,0.704617,0.0,0.669668,0.0,115.3923,49.2459,0.0003
43,0.848284,0.0,0.848284,0.848284,1.026324,1,0.717856,0.0,0.77132,0.0,0.674539,0.0,0.658545,0.0,0.70002,0.0,0.627699,0.0,0.601593,0.0,118.2236,48.5998,0.0004
44,0.891537,0.0,0.891537,0.891537,0.403732,1,0.74367,0.0,0.810103,0.0,0.754521,0.0,0.763826,0.0,0.730631,0.0,0.700842,0.0,0.661284,0.0,116.876,48.2442,0.0003
45,0.886572,0.0,0.886572,0.886572,0.466881,1,0.761005,0.0,0.796264,0.0,0.751226,0.0,0.75496,0.0,0.73822,0.0,0.706906,0.0,0.660995,0.0,114.8151,48.5495,0.0003
46,0.891647,0.0,0.891647,0.891647,0.421923,1,0.722307,0.0,0.809222,0.0,0.748635,0.0,0.757656,0.0,0.731546,0.0,0.696752,0.0,0.649555,0.0,115.7356,48.642,0.0003
47,0.887951,0.0,0.887951,0.887951,0.451495,1,0.733,0.0,0.809114,0.0,0.736527,0.0,0.743855,0.0,0.724533,0.0,0.693139,0.0,0.655198,0.0,115.168,49.3682,0.0004
48,0.891703,0.0,0.891703,0.891703,0.405223,1,0.743136,0.0,0.798284,0.0,0.757322,0.0,0.765671,0.0,0.718103,0.0,0.705584,0.0,0.653629,0.0,115.7568,48.5536,0.0003
49,0.892365,0.0,0.892365,0.892365,0.411095,1,0.750092,0.0,0.799337,0.0,0.76018,0.0,0.764703,0.0,0.726525,0.0,0.714368,0.0,0.664204,0.0,114.2241,49.606,0.0003
50,0.894902,0.0,0.894902,0.894902,0.41208,1,0.741275,0.0,0.809265,0.0,0.762682,0.0,0.77112,0.0,0.731508,0.0,0.716211,0.0,0.667685,0.0,115.3836,49.3124,0.0003
51,0.893137,0.0,0.893137,0.893137,0.406721,1,0.740506,0.0,0.807287,0.0,0.752421,0.0,0.762083,0.0,0.727736,0.0,0.705869,0.0,0.659455,0.0,114.681,49.7146,0.0003
