round,mean_accuracy,std_accuracy,min_accuracy,max_accuracy,mean_val_loss,workers_reporting,mean_global_test_accuracy,std_global_test_accuracy,mean_val_macro_precision,std_val_macro_precision,mean_val_macro_recall,std_val_macro_recall,mean_val_macro_f1,std_val_macro_f1,mean_global_test_macro_precision,std_global_test_macro_precision,mean_global_test_macro_recall,std_global_test_macro_recall,mean_global_test_macro_f1,std_global_test_macro_f1,mean_phase_a_s,mean_phase_b_s,mean_phase_c_s
23,0.857861,0.034268,0.801904,0.88719,0.481946,5,0.797613,0.0134,0.779997,0.020386,0.748454,0.0267,0.734785,0.033167,0.767888,0.004688,0.754347,0.004874,0.72991,0.009643,111.578,95.9941,0.2381
24,0.865027,0.025699,0.83242,0.896109,0.464684,5,0.781627,0.021231,0.787836,0.019881,0.752627,0.020965,0.743873,0.024285,0.766207,0.008324,0.748596,0.009115,0.720283,0.018298,110.3767,97.2341,0.2279
25,0.839605,0.07502,0.728147,0.88915,0.745003,4,0.771971,0.044444,0.755904,0.025136,0.711431,0.035311,0.691176,0.050841,0.753786,0.028559,0.724953,0.049957,0.697064,0.062998,111.3174,91.9367,0.2154
26,0.847998,0.059304,0.760242,0.890816,0.7174,4,0.744094,0.031377,0.761719,0.008777,0.72201,0.020699,0.69779,0.028662,0.7408,0.020725,0.717553,0.025114,0.677906,0.033377,112.9111,90.2008,0.1807
27,0.861464,0.03625,0.819368,0.900619,0.593127,4,0.773824,0.054453,0.763464,0.051129,0.736772,0.040716,0.722126,0.057324,0.756758,0.035492,0.735592,0.043343,0.705151,0.05841,110.3131,96.4745,0.1551
28,0.865064,0.059514,0.796795,0.906008,0.438872,3,0.75126,0.041064,0.795665,0.022532,0.756075,0.012771,0.749159,0.026857,0.754748,0.019002,0.734411,0.020458,0.694165,0.038325,109.6342,93.4197,0.1146
29,0.881544,0.013655,0.865815,0.890354,0.45773,3,0.810098,0.032329,0.789243,0.015181,0.759282,0.029811,0.751527,0.031226,0.77964,0.015724,0.762395,0.019428,0.745667,0.027488,112.181,88.6591,0.1203
30,0.858511,0.049584,0.801626,0.892581,0.45373,3,0.787626,0.007267,0.77669,0.008198,0.747905,0.01272,0.73545,0.018186,0.768999,0.001649,0.756563,0.005309,0.728942,0.006431,110.2027,102.7325,0.1123
31,0.863628,0.043279,0.814259,0.895031,0.459226,3,0.793098,0.000985,0.78178,0.009179,0.754244,0.028979,0.740331,0.031405,0.772314,0.002224,0.762036,0.004725,0.735619,0.001241,110.198,97.0246,0.1367
32,0.869838,0.031128,0.834138,0.891306,0.43807,3,0.805223,0.011308,0.785591,0.010139,0.756828,0.016185,0.748262,0.018302,0.776624,0.005725,0.764102,0.001855,0.74246,0.008017,109.92,101.0636,0.1258
33,0.814506,0.088798,0.712076,0.869735,0.906992,3,0.737308,0.0652,0.736301,0.040377,0.695384,0.037775,0.65994,0.056452,0.722787,0.044906,0.693677,0.065037,0.648148,0.084996,113.534,90.7515,0.1176
34,0.7366,0.222615,0.481858,0.893757,1.048394,3,0.682308,0.22091,0.703728,0.157922,0.668155,0.179517,0.633162,0.225103,0.72117,0.098612,0.655204,0.201265,0.619647,0.22178,110.7587,103.7354,0.1149
35,0.862047,0.035077,0.823084,0.89111,0.439294,3,0.809522,0.006527,0.781599,0.013581,0.756167,0.025318,0.742673,0.0284,0.779938,0.002325,0.770109,0.001684,0.747514,0.004516,109.4664,97.1517,0.122
36,0.869624,0.019082,0.854064,0.890914,0.430542,3,0.820158,0.009725,0.784793,0.014723,0.762084,0.023786,0.750779,0.030813,0.78086,0.003168,0.773022,0.001583,0.752438,0.00514,109.9665,99.959,0.1071
37,0.849611,0.057489,0.785509,0.896599,0.476279,3,0.797384,0.02979,0.782634,0.007413,0.755188,0.013042,0.737938,0.025755,0.770839,0.013156,0.762781,0.013522,0.733151,0.025818,111.6029,93.5221,0.1234
38,0.905063,0.0,0.905063,0.905063,0.388971,1,0.884126,0.0,0.847168,0.0,0.801136,0.0,0.809734,0.0,0.839988,0.0,0.798007,0.0,0.80263,0.0,114.6886,99.7172,0.0357
39,0.250999,0.0,0.250999,0.250999,3.059079,1,0.242284,0.0,0.524357,0.0,0.311592,0.0,0.258394,0.0,0.536321,0.0,0.306447,0.0,0.250331,0.0,121.803,100.7532,0.0003
40,0.917371,0.0,0.917371,0.917371,0.326018,1,0.895196,0.0,0.86526,0.0,0.773754,0.0,0.792799,0.0,0.847434,0.0,0.763993,0.0,0.780887,0.0,115.8307,101.7028,0.0004
41,0.920622,0.0,0.920622,0.920622,0.350847,1,0.898957,0.0,0.884969,0.0,0.784427,0.0,0.804623,0.0,0.863798,0.0,0.772949,0.0,0.791938,0.0,115.7913,102.0288,0.0004
42,0.900325,0.0,0.900325,0.900325,0.476967,1,0.874265,0.0,0.842661,0.0,0.782644,0.0,0.792917,0.0,0.826309,0.0,0.772794,0.0,0.777477,0.0,119.5174,101.4858,0.0004
43,0.91751,0.0,0.91751,0.91751,0.329596,1,0.891914,0.0,0.863346,0.0,0.78084,0.0,0.798832,0.0,0.855994,0.0,0.766573,0.0,0.783308,0.0,116.1768,101.1061,0.0003
44,0.904505,0.0,0.904505,0.904505,0.504955,1,0.881676,0.0,0.823612,0.0,0.767071,0.0,0.77231,0.0,0.831162,0.0,0.762888,0.0,0.765447,0.0,118.4323,101.975,0.0004
45,0.920158,0.0,0.920158,0.920158,0.362574,1,0.897135,0.0,0.862885,0.0,0.796786,0.0,0.813338,0.0,0.864357,0.0,0.786547,0.0,0.802606,0.0,116.259,101.5951,0.0004
46,0.920715,0.0,0.920715,0.920715,0.326883,1,0.898085,0.0,0.87132,0.0,0.79963,0.0,0.813622,0.0,0.860571,0.0,0.787449,0.0,0.801548,0.0,114.4743,102.0487,0.0003
47,0.92262,0.0,0.92262,0.92262,0.322542,1,0.899098,0.0,0.854948,0.0,0.803218,0.0,0.818144,0.0,0.860196,0.0,0.789398,0.0,0.804532,0.0,116.0327,102.0169,0.0003
48,0.920529,0.0,0.920529,0.920529,0.327277,1,0.894984,0.0,0.884378,0.0,0.786901,0.0,0.808444,0.0,0.858348,0.0,0.776931,0.0,0.794687,0.0,115.7241,102.0514,0.0003
49,0.922573,0.0,0.922573,0.922573,0.337253,1,0.901155,0.0,0.851953,0.0,0.804576,0.0,0.816429,0.0,0.856945,0.0,0.79985,0.0,0.811098,0.0,116.1558,102.4686,0.0003
50,0.921319,0.0,0.921319,0.921319,0.367948,1,0.896955,0.0,0.869071,0.0,0.789799,0.0,0.805263,0.0,0.863559,0.0,0.782615,0.0,0.796677,0.0,117.2842,101.8053,0.0003
51,0.726289,0.0,0.726289,0.726289,1.365212,1,0.700842,0.0,0.755044,0.0,0.628629,0.0,0.617408,0.0,0.73759,0.0,0.619777,0.0,0.603971,0.0,119.9032,101.1046,0.0003
52,0.921969,0.0,0.921969,0.921969,0.35578,1,0.89876,0.0,0.877933,0.0,0.791852,0.0,0.808559,0.0,0.867311,0.0,0.781503,0.0,0.798776,0.0,115.8763,102.0362,0.0003
53,0.926521,0.0,0.926521,0.926521,0.331373,1,0.901249,0.0,0.862777,0.0,0.815188,0.0,0.828865,0.0,0.851259,0.0,0.806299,0.0,0.817703,0.0,115.7386,102.4876,0.0003
54,0.924245,0.0,0.924245,0.924245,0.324265,1,0.901775,0.0,0.859338,0.0,0.807913,0.0,0.822711,0.0,0.862845,0.0,0.794329,0.0,0.808187,0.0,115.5947,101.6566,0.0003
55,0.919415,0.0,0.919415,0.919415,0.365698,1,0.893327,0.0,0.875752,0.0,0.810957,0.0,0.823346,0.0,0.855157,0.0,0.797129,0.0,0.80549,0.0,116.9363,102.0544,0.0004
56,0.920808,0.0,0.920808,0.920808,0.382318,1,0.9011,0.0,0.854308,0.0,0.793562,0.0,0.805977,0.0,0.864924,0.0,0.786802,0.0,0.800522,0.0,115.7836,102.4407,0.0046
