round,mean_accuracy,std_accuracy,min_accuracy,max_accuracy,mean_val_loss,workers_reporting,mean_phase_a_s,mean_phase_b_s,mean_phase_c_s
31,0.877005,0.023856,0.849254,0.904193,0.405835,5,1.9237,7.6075,0.0899
32,0.874273,0.022217,0.846911,0.898562,0.412803,5,1.9079,7.5927,0.0915
33,0.875728,0.023472,0.848718,0.90194,0.41086,5,1.9064,7.5978,0.0827
34,0.879098,0.022625,0.854006,0.904712,0.404305,5,1.9005,7.567,0.0838
35,0.875733,0.021563,0.851396,0.902287,0.410035,5,1.8613,7.4962,0.0825
36,0.877325,0.022951,0.850325,0.902374,0.405116,5,1.8961,7.4365,0.0814
37,0.878061,0.025777,0.844099,0.905752,0.410223,5,1.8972,7.355,0.0823
38,0.876859,0.023367,0.847647,0.900295,0.406689,5,1.8767,7.4271,0.0823
39,0.878165,0.024481,0.847245,0.904453,0.403245,5,1.8664,7.5053,0.0832
40,0.8797,0.026691,0.849254,0.912855,0.402371,5,1.8189,7.5111,0.0814
41,0.879231,0.027575,0.843162,0.910776,0.403583,5,1.8138,7.4812,0.0868
42,0.882111,0.021655,0.855948,0.904453,0.399139,5,1.7718,7.483,0.0858
43,0.878659,0.024821,0.85086,0.906358,0.404424,5,1.7413,7.4786,0.0912
44,0.880185,0.02468,0.851061,0.909217,0.405356,5,1.7075,7.5243,0.082
45,0.87858,0.024372,0.848383,0.905232,0.401493,5,1.6959,7.5408,0.0855
46,0.880641,0.021937,0.856215,0.905579,0.397717,5,1.6843,7.5274,0.087
47,0.880556,0.025439,0.849856,0.908697,0.401077,5,1.7245,7.4974,0.0875
48,0.879825,0.023405,0.851596,0.905146,0.402505,5,1.6399,7.211,0.0882
49,0.881663,0.021727,0.856081,0.90246,0.397293,5,1.5861,6.8836,0.0832
50,0.880095,0.024353,0.850459,0.909477,0.400485,5,1.4913,6.5847,0.0912
51,0.881155,0.024861,0.850793,0.907918,0.396356,5,1.4659,6.5313,0.0817
52,0.890558,0.023055,0.860328,0.914501,0.377665,4,1.5476,6.1576,0.0819
53,0.888575,0.02024,0.859856,0.906098,0.377055,4,1.6155,6.0367,0.0759
54,0.890153,0.020321,0.861693,0.908437,0.376861,4,1.4677,5.7485,0.0777
55,0.88952,0.020699,0.859804,0.906445,0.378942,4,1.4376,5.1357,0.0699
56,0.889669,0.019861,0.860958,0.905492,0.377416,4,1.3026,4.6357,0.0611
57,0.889078,0.018757,0.861483,0.901241,0.377299,4,1.2249,4.614,0.0615
58,0.890114,0.019592,0.861588,0.904972,0.373266,4,1.2136,4.6355,0.06
59,0.889868,0.019734,0.861273,0.905752,0.372772,4,1.198,4.4055,0.0561
60,0.890259,0.021207,0.859804,0.907658,0.379686,4,1.0833,4.2935,0.0481
61,0.890307,0.01907,0.862322,0.904019,0.375603,4,0.9602,4.0016,0.0515
62,0.876332,0.024711,0.858859,0.893806,0.411195,2,0.8468,2.9828,0.0234
63,0.87721,0.020831,0.86248,0.89194,0.405048,2,0.8389,2.9916,0.0234
64,0.879131,0.021101,0.864211,0.894052,0.414127,2,0.841,2.9855,0.0245
65,0.8785,0.022063,0.862899,0.894101,0.411919,2,0.8446,2.9876,0.0237
66,0.879879,0.021712,0.864526,0.895231,0.409457,2,0.8537,2.7008,0.014
67,0.880745,0.021527,0.865523,0.895967,0.406917,2,0.6205,2.4885,0.0132
68,0.895525,0.0,0.895525,0.895525,0.376709,1,0.4224,2.0369,0.0025
