round,mean_accuracy,std_accuracy,min_accuracy,max_accuracy,mean_val_loss,workers_reporting,mean_global_test_accuracy,std_global_test_accuracy,mean_val_macro_precision,std_val_macro_precision,mean_val_macro_recall,std_val_macro_recall,mean_val_macro_f1,std_val_macro_f1,mean_global_test_macro_precision,std_global_test_macro_precision,mean_global_test_macro_recall,std_global_test_macro_recall,mean_global_test_macro_f1,std_global_test_macro_f1,mean_phase_a_s,mean_phase_b_s,mean_phase_c_s
15,0.870219,0.023574,0.841541,0.916879,0.454789,8,0.820073,0.022281,0.786746,0.038387,0.748482,0.034325,0.740539,0.044997,0.783484,0.016146,0.754012,0.010939,0.742654,0.018671,107.8576,101.0826,0.3772
16,0.857226,0.042259,0.781725,0.919272,0.495035,8,0.815724,0.026529,0.776611,0.043527,0.743086,0.036025,0.730333,0.050607,0.780956,0.015413,0.755445,0.013697,0.741363,0.022254,108.4096,99.8597,0.3972
17,0.859667,0.031929,0.801926,0.900128,0.847917,8,0.760892,0.03389,0.768347,0.037255,0.721424,0.03531,0.705543,0.042517,0.751092,0.017873,0.713148,0.031508,0.686584,0.037496,109.7936,92.801,0.3852
18,0.854484,0.040208,0.791437,0.920708,0.543346,8,0.80974,0.029502,0.778441,0.033295,0.747977,0.032286,0.734276,0.043178,0.775454,0.014787,0.753891,0.024867,0.734913,0.028954,106.6956,99.8695,0.3922
19,0.860702,0.035064,0.802642,0.921666,0.4566,8,0.805771,0.020333,0.779436,0.035588,0.751847,0.03124,0.738983,0.040629,0.774214,0.013529,0.75781,0.009462,0.73572,0.016592,107.8197,95.9762,0.388
20,0.870824,0.023581,0.851925,0.923261,0.43609,8,0.809987,0.014491,0.784129,0.035129,0.758282,0.033028,0.747531,0.040327,0.77713,0.011862,0.7627,0.006635,0.740069,0.011915,107.5385,101.9113,0.391
21,0.866834,0.027806,0.829872,0.921347,0.451894,8,0.80199,0.011702,0.782308,0.032614,0.753674,0.028862,0.743004,0.034863,0.770062,0.011386,0.758181,0.006074,0.732805,0.009072,108.3878,96.1963,0.5116
22,0.85334,0.047912,0.783706,0.922144,0.485855,7,0.790779,0.024224,0.779286,0.033141,0.750409,0.026375,0.736223,0.035379,0.764813,0.01375,0.751848,0.011599,0.721812,0.020073,110.5768,99.7094,0.3936
23,0.872787,0.032856,0.829468,0.920708,0.467547,5,0.809994,0.020539,0.803898,0.028772,0.771705,0.018569,0.764964,0.026994,0.775584,0.016674,0.758545,0.010024,0.738042,0.017048,110.2039,98.1773,0.2686
24,0.874558,0.011779,0.867256,0.888147,0.429481,3,0.833869,0.031418,0.817413,0.002646,0.790146,0.006721,0.78506,0.008585,0.799348,0.023513,0.773135,0.016066,0.759112,0.025761,108.1812,100.4644,0.1743
25,0.921817,0.009523,0.915083,0.928551,0.315979,2,0.892455,0.000189,0.85911,0.00306,0.800355,0.015651,0.815391,0.013144,0.843198,0.003042,0.784536,0.011399,0.799495,0.009567,110.9077,91.9412,0.0536
26,0.896361,0.024608,0.87896,0.913761,0.654293,2,0.854723,0.050064,0.816632,0.055117,0.758729,0.051257,0.758288,0.075562,0.822177,0.045324,0.741899,0.055694,0.738582,0.080996,113.483,97.8953,0.0595
27,0.921328,0.00572,0.917284,0.925373,0.330125,2,0.891772,0.005774,0.855601,0.002998,0.793185,0.007302,0.807632,0.010094,0.845484,0.002952,0.779572,0.00955,0.796039,0.010262,109.6111,92.5537,0.0571
28,0.921337,0.006252,0.916917,0.925758,0.313829,2,0.895938,0.002482,0.85969,0.000635,0.795663,0.008482,0.811206,0.003074,0.858324,0.007352,0.78062,0.007481,0.798099,0.003017,108.5892,104.9021,0.053
29,0.921444,0.00474,0.918092,0.924795,0.309697,2,0.895706,0.001344,0.86088,0.013888,0.788716,0.00086,0.804158,0.00062,0.855075,0.012306,0.775664,0.002005,0.794255,0.004831,109.2133,96.7595,0.0519
30,0.921577,0.004825,0.918165,0.924988,0.311542,2,0.898839,0.000689,0.855125,0.000441,0.792628,0.002853,0.805218,0.005522,0.858351,0.009114,0.78266,0.00551,0.79942,0.003223,110.471,97.9411,0.0577
31,0.922017,0.006381,0.917505,0.926529,0.301929,2,0.89677,0.002415,0.855542,0.001114,0.798144,0.004142,0.81105,0.006421,0.863131,0.001334,0.784844,0.006418,0.802514,0.006182,110.3548,91.4286,0.0489
32,0.92522,0.006344,0.920734,0.929706,0.325766,2,0.900032,8.9e-05,0.859891,0.006304,0.806963,0.003215,0.819856,0.007611,0.859938,0.003515,0.793326,0.0038,0.807713,0.004974,111.2638,104.959,0.0565
33,0.925963,0.005838,0.921835,0.930091,0.314327,2,0.903271,0.000816,0.863495,0.001339,0.802874,0.007908,0.819276,0.003212,0.862194,0.004087,0.790488,0.003373,0.808827,0.002425,110.3139,96.5958,0.0528
34,0.922848,0.001121,0.922055,0.92364,0.361135,2,0.894694,0.010914,0.861698,0.007837,0.803789,0.000258,0.818765,0.004056,0.858183,0.01315,0.790064,0.004641,0.805446,0.010401,110.4232,96.8608,0.0551
35,0.717578,0.29945,0.505835,0.929321,1.210718,2,0.698185,0.29214,0.753974,0.148265,0.641676,0.224783,0.623778,0.266422,0.759234,0.148222,0.632162,0.221168,0.616781,0.26903,111.6599,92.4592,0.0507
36,0.909865,0.024382,0.892624,0.927106,0.513663,2,0.884287,0.016771,0.842774,0.02698,0.777957,0.026139,0.785076,0.034362,0.849019,0.021961,0.768681,0.020448,0.777632,0.034184,113.3871,104.5537,0.0503
37,0.903729,0.027266,0.884449,0.923009,0.58136,2,0.864275,0.053111,0.818698,0.066129,0.77663,0.050736,0.773334,0.079939,0.814965,0.071431,0.758576,0.054578,0.75405,0.086338,111.9228,98.2091,0.0515
38,0.923708,0.001402,0.922716,0.924699,0.351758,2,0.893908,0.012125,0.878721,0.009632,0.802982,0.005373,0.820079,0.009711,0.8582,0.014659,0.787816,0.008893,0.802922,0.014481,114.1998,97.1091,0.0478
39,0.926901,0.009551,0.920147,0.933654,0.294327,2,0.90141,0.001782,0.874057,0.010082,0.809187,0.008525,0.826566,0.005919,0.861474,0.002205,0.792674,0.003838,0.811881,0.002497,107.1817,92.7424,0.182
40,0.926186,0.005115,0.922569,0.929803,0.299801,2,0.902855,0.001504,0.861354,0.001316,0.810441,0.006204,0.824673,0.007319,0.866878,0.0025,0.796191,0.009572,0.813578,0.006754,111.8438,104.9943,0.0572
41,0.924906,0.006108,0.920587,0.929225,0.308289,2,0.900311,0.000649,0.877547,0.002115,0.805263,0.002512,0.822792,0.001055,0.860256,0.004339,0.795041,0.002249,0.813431,0.00026,110.2164,99.195,0.0891
42,0.912712,0.015186,0.901974,0.92345,0.377031,2,0.878422,0.039078,0.855259,0.012637,0.803195,0.019776,0.811856,0.030614,0.833123,0.044106,0.78716,0.022213,0.789961,0.042687,109.7545,98.178,0.0562
43,0.927316,0.006921,0.922422,0.93221,0.299774,2,0.90362,0.000744,0.874154,0.009892,0.811766,0.005211,0.825632,0.004133,0.863343,0.004286,0.79642,0.002585,0.812345,0.003265,110.3152,91.7212,0.05
44,0.927512,0.004603,0.924257,0.930766,0.285578,2,0.905418,0.000833,0.875145,0.004226,0.814611,0.004473,0.829165,0.0041,0.864174,0.003591,0.805214,0.002229,0.821276,0.001664,109.4761,102.3026,0.0533
45,0.927658,0.004395,0.92455,0.930766,0.2919,2,0.90415,0.001759,0.870787,0.016129,0.811973,0.003336,0.825735,0.007954,0.863232,0.000684,0.798592,0.005009,0.813708,0.006582,108.3358,88.2763,0.0619
46,0.928199,0.005264,0.924477,0.931921,0.291305,2,0.906152,0.000305,0.867257,0.013371,0.811948,0.001481,0.828566,0.005725,0.867376,0.000367,0.804345,0.001259,0.822391,0.002015,109.6675,84.4373,0.0938
47,0.92699,0.008744,0.920807,0.933173,0.295096,2,0.903655,0.004713,0.879834,3.5e-05,0.806126,0.003028,0.82212,0.000823,0.867968,0.002607,0.796173,0.002974,0.81463,0.002607,109.6226,104.7461,0.0565
48,0.9298,0.00763,0.924404,0.935195,0.297264,2,0.903357,0.000173,0.877531,0.00966,0.818287,0.002896,0.834437,0.000391,0.870086,0.001581,0.802596,0.00016,0.820347,0.000673,110.3976,96.1788,0.0505
49,0.928637,0.005053,0.925064,0.93221,0.288797,2,0.905022,0.003825,0.870245,0.013115,0.814258,0.003806,0.829006,0.000426,0.869798,8.6e-05,0.802995,0.002915,0.821199,0.003437,109.2394,97.2219,0.0534
50,0.904917,0.036692,0.878972,0.930862,0.448632,2,0.878434,0.035041,0.852197,0.015378,0.786382,0.03135,0.791049,0.042867,0.843817,0.031713,0.775302,0.030444,0.779975,0.049436,112.1013,91.1561,0.0514
51,0.928773,0.004726,0.925431,0.932114,0.287379,2,0.907039,8.3e-05,0.875645,0.001611,0.808322,0.002057,0.823805,0.004787,0.871953,0.000443,0.799374,0.00066,0.818583,0.000936,108.8539,98.3605,0.0578
52,0.929648,0.006483,0.925064,0.934232,0.31194,2,0.905434,0.000444,0.878308,0.001082,0.821288,0.005879,0.835117,0.002541,0.869886,0.000885,0.808575,0.002005,0.823676,0.00087,110.8539,89.3069,0.0367
53,0.934328,0.0,0.934328,0.934328,0.295673,1,0.905198,0.0,0.867507,0.0,0.819428,0.0,0.831278,0.0,0.871392,0.0,0.803607,0.0,0.820585,0.0,110.6118,85.7324,0.0546
