round,mean_accuracy,std_accuracy,min_accuracy,max_accuracy,mean_val_loss,workers_reporting,mean_global_test_accuracy,std_global_test_accuracy,mean_val_macro_precision,std_val_macro_precision,mean_val_macro_recall,std_val_macro_recall,mean_val_macro_f1,std_val_macro_f1,mean_global_test_macro_precision,std_global_test_macro_precision,mean_global_test_macro_recall,std_global_test_macro_recall,mean_global_test_macro_f1,std_global_test_macro_f1,mean_phase_a_s,mean_phase_b_s,mean_phase_c_s
18,0.843322,0.078815,0.733269,0.916153,0.917672,7,0.762112,0.110265,0.741773,0.110776,0.699642,0.081643,0.679057,0.117857,0.753499,0.066704,0.681089,0.07567,0.661804,0.102399,108.1554,91.3524,0.0549
19,0.780159,0.172272,0.397235,0.884921,1.032592,7,0.688183,0.223492,0.725396,0.122359,0.661238,0.170597,0.639881,0.176758,0.696178,0.122509,0.636608,0.184736,0.605734,0.194134,108.8044,92.5816,0.0735
20,0.87685,0.039664,0.810736,0.921027,0.591738,7,0.777766,0.065988,0.79786,0.045132,0.748012,0.031442,0.741807,0.044803,0.751223,0.039143,0.727222,0.024567,0.698759,0.048105,108.9048,90.8095,0.0573
21,0.904355,0.012744,0.889598,0.919788,0.407798,7,0.785021,0.101433,0.820809,0.025729,0.771555,0.023936,0.779886,0.026126,0.76515,0.060193,0.730302,0.047714,0.705039,0.083316,106.7645,91.1997,0.053
22,0.747243,0.259241,0.259094,0.91767,1.079201,7,0.668842,0.257316,0.720376,0.150761,0.640158,0.206263,0.6284,0.224599,0.717027,0.124223,0.629549,0.212039,0.609603,0.221955,109.6709,92.8134,0.0578
23,0.893263,0.022713,0.859147,0.921666,0.416174,7,0.759737,0.083576,0.815843,0.032349,0.764374,0.024631,0.767816,0.027533,0.749917,0.054752,0.718816,0.03407,0.685304,0.059528,106.998,94.729,0.0556
24,0.907599,0.012195,0.886763,0.923544,0.399191,7,0.784609,0.102236,0.825864,0.030681,0.770026,0.025955,0.779861,0.028373,0.769426,0.067346,0.726312,0.049217,0.702881,0.082439,106.2557,95.8411,0.0595
25,0.893927,0.03164,0.835523,0.923062,0.404656,7,0.794885,0.089987,0.813668,0.032224,0.770902,0.027595,0.773847,0.033373,0.777961,0.061455,0.741388,0.042326,0.720015,0.07606,105.9995,88.3886,0.0624
26,0.873047,0.049685,0.789408,0.925965,0.72468,7,0.764543,0.109396,0.789945,0.06025,0.733475,0.045082,0.724591,0.070525,0.746743,0.087989,0.706298,0.065445,0.675309,0.105297,108.1236,96.2923,0.0545
27,0.874561,0.045078,0.805155,0.917288,0.519123,6,0.843395,0.037438,0.793198,0.062918,0.758713,0.045896,0.747527,0.069242,0.797458,0.029118,0.76535,0.018377,0.759371,0.028882,108.6799,89.998,0.062
28,0.90763,0.01185,0.890676,0.91767,0.473483,6,0.812968,0.103351,0.82874,0.035526,0.775136,0.031672,0.783117,0.036824,0.777491,0.083538,0.744498,0.058559,0.728545,0.092639,108.3861,98.6821,0.0616
29,0.895178,0.021208,0.866442,0.914646,0.431019,6,0.798884,0.0949,0.827505,0.021648,0.775925,0.02348,0.778289,0.020384,0.774287,0.072167,0.74402,0.051047,0.722082,0.081497,107.8228,92.8955,0.0555
30,0.900307,0.028167,0.85166,0.926914,0.458589,6,0.801665,0.114449,0.82284,0.039124,0.774737,0.049076,0.776366,0.060613,0.771068,0.100692,0.739707,0.0746,0.72087,0.10916,107.7258,100.0133,0.0565
31,0.915692,0.013282,0.895363,0.930477,0.396317,6,0.793437,0.108775,0.83936,0.033617,0.784903,0.030523,0.795984,0.033353,0.776078,0.082236,0.7414,0.05346,0.719996,0.090583,109.4668,91.8026,0.0554
32,0.900855,0.026301,0.85189,0.927684,0.450301,6,0.776768,0.096707,0.827117,0.02603,0.783486,0.021445,0.786,0.023862,0.753439,0.074829,0.731755,0.056348,0.702844,0.087597,107.9553,99.5801,0.0559
33,0.875382,0.042358,0.805141,0.918475,0.510493,5,0.824919,0.055919,0.810921,0.032442,0.768298,0.025783,0.764049,0.034666,0.79117,0.039495,0.756921,0.02724,0.744588,0.042044,108.3156,98.4446,0.1025
34,0.913988,0.024856,0.869939,0.929803,0.34068,5,0.83789,0.084486,0.8443,0.040925,0.79046,0.029544,0.799386,0.042349,0.817344,0.049595,0.764613,0.031782,0.759385,0.062572,107.0077,93.3195,0.0563
35,0.899097,0.019635,0.881394,0.922782,0.390744,4,0.788908,0.080098,0.83013,0.020096,0.78704,0.022758,0.792478,0.01847,0.773953,0.048323,0.751432,0.045118,0.72555,0.071401,108.2715,95.7569,0.0579
36,0.882566,0.049496,0.828467,0.930182,0.405294,4,0.867643,0.028531,0.812811,0.046516,0.777608,0.036788,0.771316,0.059369,0.8282,0.029966,0.782551,0.005408,0.785542,0.020824,107.2165,89.3731,0.0674
37,0.917338,0.009464,0.906898,0.928803,0.35986,4,0.839251,0.097226,0.836453,0.026589,0.783332,0.018235,0.793913,0.020748,0.815281,0.068986,0.761121,0.043102,0.752978,0.075401,107.8494,89.6995,0.0594
38,0.869641,0.052636,0.804486,0.930587,0.684145,4,0.829675,0.092666,0.802097,0.07003,0.745122,0.062792,0.728125,0.091069,0.801344,0.067723,0.746749,0.07385,0.73819,0.095567,110.2007,90.5905,0.0531
39,0.867074,0.076544,0.767386,0.929695,0.466998,4,0.827973,0.096534,0.812524,0.066608,0.771509,0.051541,0.757711,0.087714,0.804338,0.061266,0.767405,0.043391,0.753167,0.078694,107.4721,83.898,0.0565
40,0.912228,0.024248,0.876287,0.929046,0.350183,4,0.824909,0.092516,0.83595,0.045825,0.784759,0.033696,0.793313,0.047181,0.81274,0.0516,0.767151,0.032782,0.754111,0.070047,107.8193,89.8105,0.0556
41,0.876166,0.07255,0.770772,0.924697,0.440721,4,0.838768,0.089842,0.822364,0.074263,0.781993,0.051508,0.771028,0.086182,0.809077,0.059795,0.775262,0.04094,0.764225,0.07361,107.1046,93.5495,0.0547
42,0.911612,0.022288,0.880734,0.930911,0.371461,4,0.815943,0.081697,0.840417,0.035023,0.796026,0.022265,0.802294,0.025648,0.805596,0.044085,0.769686,0.035074,0.74887,0.065267,106.9088,92.5571,0.0585
43,0.902315,0.042917,0.838764,0.931317,0.384019,4,0.83623,0.086318,0.837371,0.054765,0.788348,0.038939,0.789305,0.059195,0.810594,0.057725,0.770483,0.038884,0.759378,0.066742,107.4188,92.2032,0.0528
44,0.860019,0.077836,0.761885,0.923421,0.473258,4,0.823631,0.08776,0.796662,0.06914,0.774533,0.053173,0.756038,0.086839,0.806446,0.054273,0.774275,0.041445,0.756367,0.073681,107.9885,91.6453,0.0537
45,0.922365,0.010259,0.909155,0.933993,0.327014,4,0.802357,0.112125,0.843437,0.035347,0.794664,0.02841,0.805633,0.031443,0.798354,0.067072,0.753843,0.045525,0.730817,0.088359,107.4465,91.0285,0.0596
46,0.873324,0.082678,0.778107,0.92693,0.449481,3,0.824649,0.113231,0.818842,0.075113,0.777372,0.057983,0.764292,0.096163,0.803692,0.066104,0.775126,0.049892,0.757267,0.090115,106.7928,86.1376,0.0524
47,0.895367,0.043465,0.845394,0.924378,0.388396,3,0.815531,0.102684,0.825136,0.067046,0.777962,0.042127,0.774547,0.066615,0.792817,0.067918,0.76514,0.0506,0.742172,0.085204,107.226,83.9159,0.0523
48,0.884252,0.065795,0.808295,0.92358,0.402199,3,0.823892,0.107554,0.818048,0.059645,0.772544,0.040027,0.768072,0.070076,0.805165,0.070965,0.765968,0.043616,0.747594,0.080891,106.2317,89.404,0.0533
49,0.885509,0.065801,0.809564,0.925495,0.39888,3,0.82463,0.113669,0.824542,0.068539,0.771827,0.051282,0.7641,0.086205,0.808806,0.069486,0.769525,0.047206,0.753859,0.091169,105.8851,86.3175,0.0705
50,0.888796,0.034456,0.857394,0.925654,0.4174,3,0.770429,0.072067,0.82128,0.041348,0.777524,0.038294,0.772163,0.044186,0.771431,0.030873,0.748791,0.041482,0.713586,0.060058,106.7944,89.4029,0.0492
51,0.881012,0.067924,0.802652,0.923101,0.436198,3,0.827051,0.104441,0.815004,0.07646,0.772487,0.04943,0.764414,0.082432,0.806629,0.06125,0.769526,0.049196,0.755024,0.084012,106.002,90.125,0.056
52,0.903253,0.031821,0.866977,0.926452,0.380425,3,0.810789,0.093132,0.824176,0.051854,0.782742,0.043581,0.780852,0.062044,0.79697,0.052853,0.765638,0.04342,0.742731,0.07698,105.394,89.6992,0.0513
53,0.900537,0.022902,0.881982,0.926133,0.443727,3,0.776875,0.078027,0.81373,0.047696,0.774122,0.037398,0.771093,0.04952,0.779181,0.034418,0.750605,0.035077,0.716433,0.061188,108.9601,86.1155,0.0516
54,0.918951,0.005904,0.912258,0.923421,0.343275,3,0.817588,0.098036,0.842748,0.029681,0.796723,0.030976,0.805067,0.03216,0.805064,0.050352,0.77241,0.046791,0.75318,0.079808,105.3716,84.9938,0.054
55,0.898602,0.039386,0.870752,0.926452,0.568121,2,0.77761,0.096075,0.826631,0.038969,0.7886,0.014687,0.786336,0.031502,0.773224,0.021082,0.745069,0.032136,0.707111,0.058082,109.6219,92.8937,0.066
56,0.921847,0.004481,0.918679,0.925016,0.388059,2,0.799381,0.139188,0.864277,0.006116,0.808867,0.008802,0.817479,0.012559,0.790493,0.095292,0.758654,0.058464,0.733035,0.109989,109.9271,91.2602,0.0372
57,0.921466,0.003215,0.919193,0.92374,0.354939,2,0.898384,0.0004,0.853377,7.6e-05,0.81514,0.019526,0.819287,0.017183,0.850792,0.008029,0.814033,0.001769,0.819819,0.000753,108.6946,90.3712,0.0284
58,0.920868,0.0,0.920868,0.920868,0.321694,1,0.902584,0.0,0.848339,0.0,0.795979,0.0,0.79856,0.0,0.859654,0.0,0.802919,0.0,0.816006,0.0,102.1542,81.1829,0.0535
59,0.920549,0.0,0.920549,0.920549,0.310462,1,0.897732,0.0,0.846396,0.0,0.796285,0.0,0.801689,0.0,0.851653,0.0,0.805714,0.0,0.81514,0.0,100.7686,82.8288,0.0468
60,0.910498,0.0,0.910498,0.910498,0.468923,1,0.853436,0.0,0.831102,0.0,0.775519,0.0,0.765346,0.0,0.802633,0.0,0.769583,0.0,0.757717,0.0,104.3884,93.5211,0.0449
61,0.922463,0.0,0.922463,0.922463,0.31597,1,0.893335,0.0,0.852409,0.0,0.802366,0.0,0.806249,0.0,0.845985,0.0,0.810618,0.0,0.815598,0.0,100.7629,89.2465,0.0517
62,0.885929,0.0,0.885929,0.885929,0.734292,1,0.813458,0.0,0.789516,0.0,0.750559,0.0,0.722661,0.0,0.752613,0.0,0.734363,0.0,0.698968,0.0,104.7788,82.3365,0.0721
