round,mean_accuracy,std_accuracy,min_accuracy,max_accuracy,mean_val_loss,workers_reporting,mean_global_test_accuracy,std_global_test_accuracy,mean_phase_a_s,mean_phase_b_s,mean_phase_c_s
48,0.912521,0.018122,0.899706,0.925335,0.357206,2,0.701816,0.001044,4.9566,3.0454,2.0005
49,0.910696,0.023862,0.893823,0.927569,0.366715,2,0.694589,0.004136,4.8657,2.9996,0.0182
50,0.913269,0.018192,0.900406,0.926133,0.345657,2,0.695312,0.002726,5.0328,2.9773,0.0175
51,0.912494,0.015905,0.901247,0.92374,0.357909,2,0.693384,0.002854,4.7782,2.4947,1.999
52,0.901807,0.0,0.901807,0.901807,0.382087,1,0.682612,0.0,2.8002,2.0309,0.0001
53,0.903348,0.0,0.903348,0.903348,0.405489,1,0.689003,0.0,2.8646,1.9866,0.0001
54,0.902227,0.0,0.902227,0.902227,0.383827,1,0.690259,0.0,2.8173,2.0521,0.0001
55,0.896904,0.0,0.896904,0.896904,0.414414,1,0.690628,0.0,2.8179,2.0152,0.0001
56,0.902367,0.0,0.902367,0.902367,0.397108,1,0.691256,0.0,2.8037,2.0776,0.0001
57,0.900406,0.0,0.900406,0.900406,0.397912,1,0.683005,0.0,2.7862,2.0154,0.0001
58,0.901527,0.0,0.901527,0.901527,0.376725,1,0.689678,0.0,2.7656,1.9608,0.0001
59,0.903628,0.0,0.903628,0.903628,0.381394,1,0.688924,0.0,2.7606,1.9733,0.0001
