round,mean_accuracy,std_accuracy,min_accuracy,max_accuracy,mean_val_loss,workers_reporting,mean_phase_a_s,mean_phase_b_s,mean_phase_c_s
34,0.833262,0.023555,0.801928,0.856694,0.627786,5,1.5143,0.6094,0.0968
35,0.833073,0.021694,0.802664,0.854349,0.614115,5,1.4969,0.608,0.092
36,0.836101,0.023999,0.80648,0.858638,0.605368,5,1.4799,0.5939,0.0907
37,0.837657,0.024865,0.806681,0.862959,0.601012,5,1.4761,0.6238,0.0869
38,0.840598,0.026598,0.807885,0.869629,0.591908,5,1.4802,0.6039,0.083
39,0.841573,0.027388,0.808889,0.87474,0.585317,5,1.4747,0.6207,0.0953
40,0.842888,0.027031,0.810965,0.87396,0.584331,5,1.5021,0.576,0.0834
41,0.841242,0.027014,0.810965,0.874653,0.572695,5,1.506,0.5853,0.0862
42,0.843023,0.026628,0.807551,0.871535,0.565346,5,1.4949,0.6024,0.0922
43,0.843689,0.024406,0.817391,0.870322,0.571448,5,1.4539,0.6193,0.1007
44,0.845029,0.023975,0.819064,0.870322,0.558143,5,1.4868,0.6066,0.099
45,0.845043,0.024512,0.821206,0.87474,0.562341,5,1.4652,0.6117,0.0939
46,0.844361,0.024207,0.818462,0.872574,0.557745,5,1.4794,0.6207,0.0987
47,0.846662,0.026119,0.819867,0.880371,0.55276,5,1.4978,0.5977,0.1019
48,0.849593,0.02438,0.823415,0.879764,0.541001,5,1.4846,0.6026,0.0891
49,0.849283,0.025682,0.821675,0.88115,0.543079,5,1.4823,0.6186,0.1036
50,0.848375,0.02504,0.82221,0.880198,0.539349,5,1.4875,0.6092,0.091
51,0.848273,0.027463,0.82061,0.883836,0.536536,5,1.4655,0.6181,0.0953
52,0.848694,0.025142,0.823081,0.879245,0.534959,5,1.4841,0.5971,0.0952
53,0.847759,0.024193,0.823549,0.877252,0.532307,5,1.4844,0.6185,0.0914
54,0.850367,0.025722,0.822026,0.877945,0.53019,5,1.4725,0.6171,0.1034
55,0.849604,0.02645,0.823817,0.885222,0.533012,5,1.4633,0.6439,0.0944
56,0.849291,0.023935,0.824888,0.884356,0.534939,5,1.4688,0.5964,0.0922
57,0.848751,0.026091,0.823443,0.883143,0.532482,5,1.4804,0.6006,0.0832
58,0.852267,0.028184,0.822478,0.887994,0.522533,5,1.4755,0.5887,0.0895
59,0.849422,0.026896,0.824955,0.88834,0.522551,5,1.4943,0.5845,0.097
60,0.853742,0.026582,0.825557,0.888947,0.511993,5,1.5208,0.5818,0.0885
61,0.850986,0.027268,0.826093,0.887994,0.520921,5,1.4406,0.576,0.0954
62,0.853451,0.026417,0.827536,0.88808,0.511091,5,1.3825,0.6183,0.0953
63,0.856216,0.026858,0.82857,0.892672,0.500711,5,1.3696,0.6195,0.0928
64,0.85358,0.030374,0.81632,0.891632,0.512481,5,1.3653,0.5793,0.0887
65,0.853647,0.025605,0.8279,0.889986,0.512555,5,1.3468,0.542,0.0877
66,0.856085,0.02704,0.826427,0.891199,0.502747,5,1.3302,0.5691,0.0867
67,0.857273,0.026609,0.827365,0.892585,0.49896,5,1.322,0.5753,0.0877
68,0.857645,0.026759,0.827699,0.894058,0.499045,5,1.3308,0.5546,0.0839
69,0.85773,0.028478,0.824553,0.894751,0.500712,5,1.3292,0.5294,0.0886
70,0.859415,0.026888,0.828034,0.892065,0.49359,5,1.2769,0.5276,0.0776
71,0.859234,0.02792,0.827833,0.893711,0.495518,5,1.2485,0.5565,0.0871
72,0.860415,0.026537,0.829507,0.892845,0.483631,5,1.2279,0.5761,0.0841
73,0.860017,0.026509,0.830444,0.893365,0.483942,5,1.2044,0.5267,0.0756
74,0.86024,0.029569,0.822076,0.89605,0.484231,5,1.1784,0.4987,0.0775
75,0.862216,0.027569,0.829507,0.895963,0.484031,5,1.1726,0.4868,0.0768
76,0.862458,0.027918,0.828168,0.896137,0.482442,5,1.2235,0.4887,0.0753
77,0.862227,0.027542,0.827432,0.894231,0.47467,5,1.2205,0.4671,0.069
78,0.862915,0.027696,0.828436,0.89553,0.484269,5,1.1272,0.4948,0.0776
79,0.862864,0.027597,0.829105,0.893538,0.478429,5,1.082,0.4385,0.0633
80,0.864392,0.026519,0.831046,0.895444,0.475702,5,1.0302,0.4367,0.0638
81,0.864489,0.027939,0.830712,0.897696,0.475154,5,1.0048,0.4585,0.0625
82,0.86482,0.028197,0.830176,0.898216,0.46875,5,0.9889,0.4771,0.0636
83,0.864783,0.028099,0.830645,0.898649,0.473118,5,0.9322,0.4194,0.0565
84,0.864856,0.026811,0.834728,0.897782,0.465992,5,0.8398,0.3897,0.0511
85,0.866417,0.027936,0.833456,0.898649,0.469031,5,0.8225,0.3791,0.0492
86,0.866891,0.028222,0.833657,0.899861,0.469245,5,0.8195,0.3855,0.0501
87,0.866542,0.028402,0.833255,0.900295,0.462587,5,0.8198,0.3957,0.0515
88,0.873551,0.028045,0.834527,0.900295,0.453945,4,0.844,0.4154,0.0579
89,0.872916,0.027564,0.835397,0.899948,0.464264,4,0.8264,0.4274,0.0615
90,0.868671,0.033931,0.832653,0.900035,0.458863,3,0.8203,0.4298,0.0567
91,0.869966,0.03396,0.833791,0.901161,0.464978,3,0.8139,0.4359,0.0608
92,0.871398,0.030964,0.839949,0.901854,0.460002,3,0.8059,0.4349,0.0589
93,0.871286,0.030771,0.839547,0.900988,0.472661,3,0.7929,0.4133,0.0565
94,0.888556,0.017582,0.876124,0.900988,0.431049,2,0.7179,0.4013,0.0425
95,0.886477,0.023463,0.869886,0.903067,0.423713,2,0.6918,0.4151,0.0457
96,0.889754,0.018581,0.876615,0.902893,0.416512,2,0.7147,0.3902,0.0423
97,0.877352,0.0,0.877352,0.877352,0.470355,1,0.448,0.1944,0.0022
98,0.877646,0.0,0.877646,0.877646,0.456418,1,0.4215,0.2015,0.0024
99,0.87519,0.0,0.87519,0.87519,0.439605,1,0.4331,0.2025,0.0024
100,0.876418,0.0,0.876418,0.876418,0.460323,1,0.4212,0.2092,0.0024
101,0.873619,0.0,0.873619,0.873619,0.434541,1,0.4317,0.1971,0.0025
102,0.877106,0.0,0.877106,0.877106,0.485981,1,0.4188,0.1982,0.0022
103,0.874061,0.0,0.874061,0.874061,0.447574,1,0.4162,0.2095,0.0023
104,0.875289,0.0,0.875289,0.875289,0.490999,1,0.4216,0.1992,0.0022
105,0.875338,0.0,0.875338,0.875338,0.437967,1,0.4541,0.2152,0.0023
106,0.876222,0.0,0.876222,0.876222,0.439192,1,0.4315,0.2002,0.0022
107,0.876615,0.0,0.876615,0.876615,0.469906,1,0.4412,0.2023,0.0022
108,0.878432,0.0,0.878432,0.878432,0.439248,1,0.435,0.1977,0.0024
109,0.878187,0.0,0.878187,0.878187,0.461925,1,0.4178,0.1994,0.0022
110,0.87686,0.0,0.87686,0.87686,0.432096,1,0.4279,0.1979,0.0021
111,0.875092,0.0,0.875092,0.875092,0.473128,1,0.4233,0.21,0.0022
112,0.878137,0.0,0.878137,0.878137,0.457681,1,0.4275,0.1999,0.0022
113,0.877646,0.0,0.877646,0.877646,0.431786,1,0.4302,0.2069,0.0022
114,0.87686,0.0,0.87686,0.87686,0.443882,1,0.4225,0.1965,0.0021
115,0.880642,0.0,0.880642,0.880642,0.440077,1,0.4238,0.1959,0.0022
116,0.878825,0.0,0.878825,0.878825,0.429347,1,0.4335,0.2138,0.0022
117,0.879955,0.0,0.879955,0.879955,0.479212,1,0.4271,0.208,0.0024
118,0.877695,0.0,0.877695,0.877695,0.444461,1,0.4467,0.2008,0.0022
119,0.88025,0.0,0.88025,0.88025,0.473724,1,0.4334,0.2022,0.0023
120,0.879415,0.0,0.879415,0.879415,0.435375,1,0.4329,0.1998,0.0022
121,0.879365,0.0,0.879365,0.879365,0.442092,1,0.4232,0.1992,0.0021
122,0.880397,0.0,0.880397,0.880397,0.443963,1,0.423,0.1979,0.0022
123,0.880495,0.0,0.880495,0.880495,0.426958,1,0.4324,0.204,0.0025
124,0.878137,0.0,0.878137,0.878137,0.427432,1,0.431,0.1994,0.0024
125,0.880692,0.0,0.880692,0.880692,0.439693,1,0.4197,0.2024,0.0023
126,0.880888,0.0,0.880888,0.880888,0.429375,1,0.4143,0.1972,0.0022
127,0.881379,0.0,0.881379,0.881379,0.445978,1,0.4231,0.1994,0.0021
128,0.880151,0.0,0.880151,0.880151,0.426361,1,0.4192,0.1997,0.0022
129,0.880692,0.0,0.880692,0.880692,0.430927,1,0.4282,0.1953,0.0024
130,0.880397,0.0,0.880397,0.880397,0.419186,1,0.4141,0.1966,0.0021
131,0.880593,0.0,0.880593,0.880593,0.41751,1,0.4199,0.1984,0.0027
132,0.881085,0.0,0.881085,0.881085,0.423859,1,0.4172,0.1979,0.0022
133,0.881379,0.0,0.881379,0.881379,0.438212,1,0.4271,0.1977,0.0023
134,0.881527,0.0,0.881527,0.881527,0.441987,1,0.4232,0.2009,0.0022
135,0.883049,0.0,0.883049,0.883049,0.427469,1,0.4193,0.1986,0.0022
136,0.879807,0.0,0.879807,0.879807,0.427506,1,0.4202,0.2033,0.0022
137,0.882067,0.0,0.882067,0.882067,0.416911,1,0.4438,0.1985,0.0023
138,0.879316,0.0,0.879316,0.879316,0.424453,1,0.4308,0.1965,0.0022
139,0.878334,0.0,0.878334,0.878334,0.489544,1,0.4242,0.2298,0.0023
140,0.88079,0.0,0.88079,0.88079,0.438342,1,0.4345,0.2042,0.0022
141,0.880593,0.0,0.880593,0.880593,0.417571,1,0.423,0.2012,0.0025
142,0.882558,0.0,0.882558,0.882558,0.431956,1,0.4328,0.2014,0.0021
143,0.880888,0.0,0.880888,0.880888,0.408101,1,0.4148,0.2025,0.0023
144,0.881085,0.0,0.881085,0.881085,0.425302,1,0.4251,0.2,0.0023
145,0.881969,0.0,0.881969,0.881969,0.430351,1,0.4471,0.1997,0.0022
146,0.883933,0.0,0.883933,0.883933,0.421256,1,0.4421,0.1989,0.0022
147,0.882951,0.0,0.882951,0.882951,0.415938,1,0.4206,0.2012,0.0022
148,0.884474,0.0,0.884474,0.884474,0.422586,1,0.4196,0.1963,0.0023
149,0.882607,0.0,0.882607,0.882607,0.409427,1,0.425,0.2015,0.0023
150,0.883148,0.0,0.883148,0.883148,0.428999,1,0.4344,0.1996,0.0023
151,0.882509,0.0,0.882509,0.882509,0.4404,1,0.4194,0.1972,0.0026
152,0.884474,0.0,0.884474,0.884474,0.423373,1,0.43,0.2005,0.0023
