round,mean_accuracy,std_accuracy,min_accuracy,max_accuracy,mean_val_loss,workers_reporting,mean_global_test_accuracy,std_global_test_accuracy,mean_phase_a_s,mean_phase_b_s,mean_phase_c_s
20,0.841603,0.03401,0.803873,0.869903,0.599429,3,0.755423,0.111317,126.0922,10.7579,0.1741
21,0.851515,0.016642,0.832451,0.863138,0.626342,3,0.761021,0.110319,122.5617,9.5358,0.1865
22,0.86437,0.014945,0.847126,0.873552,0.566766,3,0.73472,0.095986,125.1344,9.5176,0.2261
23,0.851465,0.028097,0.819762,0.873288,0.591467,3,0.77486,0.086895,123.6119,9.698,0.2136
24,0.85481,0.016709,0.843619,0.874017,0.519853,3,0.765365,0.091668,124.4456,10.1194,0.0764
25,0.845465,0.034599,0.807183,0.874504,0.554559,3,0.777438,0.090313,123.517,9.5331,0.3094
26,0.835975,0.028823,0.803215,0.857442,0.745587,3,0.770053,0.079,126.0459,9.7876,0.0864
27,0.846943,0.020677,0.828092,0.869057,0.703932,3,0.764213,0.092885,125.1944,9.3532,0.0873
28,0.850446,0.020632,0.826696,0.863945,0.536779,3,0.767527,0.088938,122.8504,10.7903,0.4786
29,0.87026,0.014762,0.85358,0.881639,0.582455,3,0.722038,0.111239,123.507,9.3647,0.1666
30,0.838081,0.025095,0.809139,0.853801,0.60818,3,0.782769,0.058514,123.709,10.4984,0.2403
31,0.836489,0.041098,0.789198,0.863557,0.784739,3,0.768236,0.093233,125.0384,9.6401,0.198
32,0.84141,0.023568,0.81448,0.85827,0.762777,3,0.774433,0.055142,126.7431,10.5489,0.0876
33,0.846654,0.018816,0.826961,0.864449,0.665086,3,0.772282,0.067098,124.8745,9.2021,0.0894
34,0.866383,0.012019,0.856891,0.879898,0.516302,3,0.76351,0.097294,124.4876,10.3616,0.1086
35,0.865365,0.014874,0.855665,0.88249,0.482782,3,0.727238,0.079819,122.4088,9.9819,0.0846
36,0.851527,0.025292,0.82561,0.876144,0.730717,3,0.780625,0.086868,126.8051,9.2776,0.1418
37,0.844598,0.022785,0.819874,0.864752,0.764729,3,0.77133,0.088513,124.6685,9.8294,0.1526
38,0.874686,0.003482,0.872224,0.877148,0.526624,2,0.751443,0.119792,129.88,9.7157,0.4477
39,0.848212,0.050697,0.812364,0.88406,0.58746,2,0.836152,0.015295,127.8834,9.7491,0.4048
40,0.832386,0.021509,0.817177,0.847595,0.829871,2,0.819257,0.01333,127.5421,9.4822,0.06
41,0.846523,0.028188,0.826591,0.866455,0.705,2,0.828058,0.015072,126.7632,9.7549,0.106
42,0.856326,0.045943,0.82384,0.888813,0.809867,2,0.718378,0.194166,127.3313,9.705,0.2503
43,0.835341,0.07131,0.784917,0.885764,0.75897,2,0.844753,0.01339,128.0114,9.5737,0.2455
44,0.857109,0.058192,0.815961,0.898257,0.474731,2,0.849621,0.026759,130.1543,10.0148,0.2264
45,0.891652,0.0,0.891652,0.891652,0.407289,1,0.857903,0.0,135.9028,9.1809,0.0003
46,0.89225,0.0,0.89225,0.89225,0.403991,1,0.864145,0.0,138.1017,10.4576,0.0005
47,0.895986,0.0,0.895986,0.895986,0.407413,1,0.861907,0.0,137.1242,9.1344,0.0003
48,0.897391,0.0,0.897391,0.897391,0.401642,1,0.860259,0.0,137.8701,11.4654,0.0003
49,0.896195,0.0,0.896195,0.896195,0.407285,1,0.862653,0.0,134.3142,9.0859,0.0031
50,0.896554,0.0,0.896554,0.896554,0.397996,1,0.864435,0.0,142.4835,11.1711,0.0003
51,0.888005,0.0,0.888005,0.888005,0.581216,1,0.859858,0.0,142.9423,9.3157,0.0004
52,0.898706,0.0,0.898706,0.898706,0.395822,1,0.87264,0.0,135.0915,11.4127,0.0009
53,0.902681,0.0,0.902681,0.902681,0.428286,1,0.873817,0.0,138.699,9.209,0.0004
